"id","date","station_name","station_code","parameter","average_temperature","standard_deviation","highest_temperature","lowest_temperature","state_name","district_name","state_code","district_code"
0,"1969-01-01","bhuntar","42081","minimum temperature",1.4,1.4,1.4,1.4,"himachal pradesh","kullu","02","020"
1,"1969-02-01","bhuntar","42081","minimum temperature",3.5,2.7,3.5,3.5,"himachal pradesh","kullu","02","020"
2,"1969-03-01","bhuntar","42081","minimum temperature",7.3,4.7,7.3,7.3,"himachal pradesh","kullu","02","020"
3,"1969-04-01","bhuntar","42081","minimum temperature",10.2,6.5,10.2,10.2,"himachal pradesh","kullu","02","020"
4,"1969-05-01","bhuntar","42081","minimum temperature",12.6,8.1,12.6,12.6,"himachal pradesh","kullu","02","020"
5,"1969-06-01","bhuntar","42081","minimum temperature",16.0,9.9,16.0,16.0,"himachal pradesh","kullu","02","020"
6,"1969-07-01","bhuntar","42081","minimum temperature",19.9,11.8,19.9,19.9,"himachal pradesh","kullu","02","020"
7,"1969-08-01","bhuntar","42081","minimum temperature",20.2,13.2,20.2,20.2,"himachal pradesh","kullu","02","020"
8,"1969-09-01","bhuntar","42081","minimum temperature",16.5,13.6,16.5,16.5,"himachal pradesh","kullu","02","020"
9,"1969-10-01","bhuntar","42081","minimum temperature",9.2,13.2,9.2,9.2,"himachal pradesh","kullu","02","020"
10,"1969-11-01","bhuntar","42081","minimum temperature",4.6,12.7,4.6,4.6,"himachal pradesh","kullu","02","020"
11,"1969-12-01","bhuntar","42081","minimum temperature",-0.3,12.1,-0.3,-0.3,"himachal pradesh","kullu","02","020"
12,"1969-01-01","bhuntar","42081","maximum temperature",13.8,13.8,13.8,13.8,"himachal pradesh","kullu","02","020"
13,"1969-02-01","bhuntar","42081","maximum temperature",18.3,16.2,18.3,18.3,"himachal pradesh","kullu","02","020"
14,"1969-03-01","bhuntar","42081","maximum temperature",25.8,19.9,25.8,25.8,"himachal pradesh","kullu","02","020"
15,"1969-04-01","bhuntar","42081","maximum temperature",26.0,21.6,26.0,26.0,"himachal pradesh","kullu","02","020"
16,"1969-05-01","bhuntar","42081","maximum temperature",29.5,23.4,29.5,29.5,"himachal pradesh","kullu","02","020"
17,"1969-06-01","bhuntar","42081","maximum temperature",34.7,25.6,34.7,34.7,"himachal pradesh","kullu","02","020"
18,"1969-07-01","bhuntar","42081","maximum temperature",32.5,26.7,32.5,32.5,"himachal pradesh","kullu","02","020"
19,"1969-08-01","bhuntar","42081","maximum temperature",30.1,27.2,30.1,30.1,"himachal pradesh","kullu","02","020"
20,"1969-09-01","bhuntar","42081","maximum temperature",29.2,27.4,29.2,29.2,"himachal pradesh","kullu","02","020"
21,"1969-10-01","bhuntar","42081","maximum temperature",27.8,27.4,27.8,27.8,"himachal pradesh","kullu","02","020"
22,"1969-11-01","bhuntar","42081","maximum temperature",23.6,27.1,23.6,23.6,"himachal pradesh","kullu","02","020"
23,"1969-12-01","bhuntar","42081","maximum temperature",18.7,26.5,18.7,18.7,"himachal pradesh","kullu","02","020"
24,"1969-01-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
25,"1969-02-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
26,"1969-03-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
27,"1969-04-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
28,"1969-05-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
29,"1969-06-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
30,"1969-07-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
31,"1969-08-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
32,"1969-09-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
33,"1969-10-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
34,"1969-11-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
35,"1969-12-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
36,"1969-01-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
37,"1969-02-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
38,"1969-03-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
39,"1969-04-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
40,"1969-05-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
41,"1969-06-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
42,"1969-07-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
43,"1969-08-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
44,"1969-09-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
45,"1969-10-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
46,"1969-11-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
47,"1969-12-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
48,"1969-01-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
49,"1969-02-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
50,"1969-03-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
51,"1969-04-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
52,"1969-05-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
53,"1969-06-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
54,"1969-07-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
55,"1969-08-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
56,"1969-09-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
57,"1969-10-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
58,"1969-11-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
59,"1969-12-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
60,"1969-01-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
61,"1969-02-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
62,"1969-03-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
63,"1969-04-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
64,"1969-05-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
65,"1969-06-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
66,"1969-07-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
67,"1969-08-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
68,"1969-09-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
69,"1969-10-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
70,"1969-11-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
71,"1969-12-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
72,"1969-01-01","shimla","42083","minimum temperature",1.5,1.5,1.5,1.5,"himachal pradesh","shimla","02","023"
73,"1969-02-01","shimla","42083","minimum temperature",2.4,2.0,2.4,2.4,"himachal pradesh","shimla","02","023"
74,"1969-03-01","shimla","42083","minimum temperature",8.9,5.4,8.9,8.9,"himachal pradesh","shimla","02","023"
75,"1969-04-01","shimla","42083","minimum temperature",10.1,6.9,10.1,10.1,"himachal pradesh","shimla","02","023"
76,"1969-05-01","shimla","42083","minimum temperature",13.4,8.6,13.4,13.4,"himachal pradesh","shimla","02","023"
77,"1969-06-01","shimla","42083","minimum temperature",17.1,10.5,17.1,17.1,"himachal pradesh","shimla","02","023"
78,"1969-07-01","shimla","42083","minimum temperature",14.4,11.1,14.4,14.4,"himachal pradesh","shimla","02","023"
79,"1969-08-01","shimla","42083","minimum temperature",14.3,11.6,14.3,14.3,"himachal pradesh","shimla","02","023"
80,"1969-09-01","shimla","42083","minimum temperature",12.8,11.7,12.8,12.8,"himachal pradesh","shimla","02","023"
81,"1969-10-01","shimla","42083","minimum temperature",10.9,11.6,10.9,10.9,"himachal pradesh","shimla","02","023"
82,"1969-11-01","shimla","42083","minimum temperature",7.2,11.3,7.2,7.2,"himachal pradesh","shimla","02","023"
83,"1969-12-01","shimla","42083","minimum temperature",4.6,10.9,4.6,4.6,"himachal pradesh","shimla","02","023"
84,"1969-01-01","shimla","42083","maximum temperature",9.1,9.1,9.1,9.1,"himachal pradesh","shimla","02","023"
85,"1969-02-01","shimla","42083","maximum temperature",11.5,10.4,11.5,11.5,"himachal pradesh","shimla","02","023"
86,"1969-03-01","shimla","42083","maximum temperature",18.5,13.6,18.5,18.5,"himachal pradesh","shimla","02","023"
87,"1969-04-01","shimla","42083","maximum temperature",19.3,15.2,19.3,19.3,"himachal pradesh","shimla","02","023"
88,"1969-05-01","shimla","42083","maximum temperature",21.5,16.7,21.5,21.5,"himachal pradesh","shimla","02","023"
89,"1969-06-01","shimla","42083","maximum temperature",25.6,18.5,25.6,25.6,"himachal pradesh","shimla","02","023"
90,"1969-07-01","shimla","42083","maximum temperature",21.3,18.9,21.3,21.3,"himachal pradesh","shimla","02","023"
91,"1969-08-01","shimla","42083","maximum temperature",20.5,19.1,20.5,20.5,"himachal pradesh","shimla","02","023"
92,"1969-09-01","shimla","42083","maximum temperature",19.7,19.2,19.7,19.7,"himachal pradesh","shimla","02","023"
93,"1969-10-01","shimla","42083","maximum temperature",19.1,19.2,19.1,19.1,"himachal pradesh","shimla","02","023"
94,"1969-11-01","shimla","42083","maximum temperature",16.0,18.9,16.0,16.0,"himachal pradesh","shimla","02","023"
95,"1969-12-01","shimla","42083","maximum temperature",13.4,18.5,13.4,13.4,"himachal pradesh","shimla","02","023"
96,"1969-01-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
97,"1969-02-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
98,"1969-03-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
99,"1969-04-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
100,"1969-05-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
101,"1969-06-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
102,"1969-07-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
103,"1969-08-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
104,"1969-09-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
105,"1969-10-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
106,"1969-11-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
107,"1969-12-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
108,"1969-01-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
109,"1969-02-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
110,"1969-03-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
111,"1969-04-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
112,"1969-05-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
113,"1969-06-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
114,"1969-07-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
115,"1969-08-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
116,"1969-09-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
117,"1969-10-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
118,"1969-11-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
119,"1969-12-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
120,"1970-01-01","bhuntar","42081","minimum temperature",0.9,0.9,0.9,0.9,"himachal pradesh","kullu","02","020"
121,"1970-02-01","bhuntar","42081","minimum temperature",3.4,2.5,3.4,3.4,"himachal pradesh","kullu","02","020"
122,"1970-03-01","bhuntar","42081","minimum temperature",6.9,4.5,6.9,6.9,"himachal pradesh","kullu","02","020"
123,"1970-04-01","bhuntar","42081","minimum temperature",10.2,6.4,10.2,10.2,"himachal pradesh","kullu","02","020"
124,"1970-05-01","bhuntar","42081","minimum temperature",13.7,8.4,13.7,13.7,"himachal pradesh","kullu","02","020"
125,"1970-06-01","bhuntar","42081","minimum temperature",18.6,10.8,18.6,18.6,"himachal pradesh","kullu","02","020"
126,"1970-07-01","bhuntar","42081","minimum temperature",20.3,12.6,20.3,20.3,"himachal pradesh","kullu","02","020"
127,"1970-08-01","bhuntar","42081","minimum temperature",20.2,13.8,20.2,20.2,"himachal pradesh","kullu","02","020"
128,"1970-09-01","bhuntar","42081","minimum temperature",17.6,14.2,17.6,17.6,"himachal pradesh","kullu","02","020"
129,"1970-10-01","bhuntar","42081","minimum temperature",11.6,14.0,11.6,11.6,"himachal pradesh","kullu","02","020"
130,"1970-11-01","bhuntar","42081","minimum temperature",3.5,13.4,3.5,3.5,"himachal pradesh","kullu","02","020"
131,"1970-12-01","bhuntar","42081","minimum temperature",-0.2,12.8,-0.2,-0.2,"himachal pradesh","kullu","02","020"
132,"1970-01-01","bhuntar","42081","maximum temperature",13.2,13.2,13.2,13.2,"himachal pradesh","kullu","02","020"
133,"1970-02-01","bhuntar","42081","maximum temperature",18.0,15.8,18.0,18.0,"himachal pradesh","kullu","02","020"
134,"1970-03-01","bhuntar","42081","maximum temperature",21.2,17.8,21.2,21.2,"himachal pradesh","kullu","02","020"
135,"1970-04-01","bhuntar","42081","maximum temperature",29.8,21.4,29.8,29.8,"himachal pradesh","kullu","02","020"
136,"1970-05-01","bhuntar","42081","maximum temperature",33.4,24.3,33.4,33.4,"himachal pradesh","kullu","02","020"
137,"1970-06-01","bhuntar","42081","maximum temperature",32.0,25.7,32.0,32.0,"himachal pradesh","kullu","02","020"
138,"1970-07-01","bhuntar","42081","maximum temperature",31.6,26.7,31.6,31.6,"himachal pradesh","kullu","02","020"
139,"1970-08-01","bhuntar","42081","maximum temperature",30.3,27.1,30.3,30.3,"himachal pradesh","kullu","02","020"
140,"1970-09-01","bhuntar","42081","maximum temperature",30.4,27.5,30.4,30.4,"himachal pradesh","kullu","02","020"
141,"1970-10-01","bhuntar","42081","maximum temperature",27.6,27.5,27.6,27.6,"himachal pradesh","kullu","02","020"
142,"1970-11-01","bhuntar","42081","maximum temperature",23.1,27.2,23.1,23.1,"himachal pradesh","kullu","02","020"
143,"1970-12-01","bhuntar","42081","maximum temperature",18.8,26.6,18.8,18.8,"himachal pradesh","kullu","02","020"
144,"1970-01-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
145,"1970-02-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
146,"1970-03-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
147,"1970-04-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
148,"1970-05-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
149,"1970-06-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
150,"1970-07-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
151,"1970-08-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
152,"1970-09-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
153,"1970-10-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
154,"1970-11-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
155,"1970-12-01","kalpa","42066","minimum temperature","","","","","himachal pradesh","kinnaur","02","019"
156,"1970-01-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
157,"1970-02-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
158,"1970-03-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
159,"1970-04-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
160,"1970-05-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
161,"1970-06-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
162,"1970-07-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
163,"1970-08-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
164,"1970-09-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
165,"1970-10-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
166,"1970-11-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
167,"1970-12-01","kalpa","42066","maximum temperature","","","","","himachal pradesh","kinnaur","02","019"
168,"1970-01-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
169,"1970-02-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
170,"1970-03-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
171,"1970-04-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
172,"1970-05-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
173,"1970-06-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
174,"1970-07-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
175,"1970-08-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
176,"1970-09-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
177,"1970-10-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
178,"1970-11-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
179,"1970-12-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
180,"1970-01-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
181,"1970-02-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
182,"1970-03-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
183,"1970-04-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
184,"1970-05-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
185,"1970-06-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
186,"1970-07-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
187,"1970-08-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
188,"1970-09-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
189,"1970-10-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
190,"1970-11-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
191,"1970-12-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
192,"1970-01-01","shimla","42083","minimum temperature",0.3,0.3,0.3,0.3,"himachal pradesh","shimla","02","023"
193,"1970-02-01","shimla","42083","minimum temperature",2.0,1.4,2.0,2.0,"himachal pradesh","shimla","02","023"
194,"1970-03-01","shimla","42083","minimum temperature",5.3,3.3,5.3,5.3,"himachal pradesh","shimla","02","023"
195,"1970-04-01","shimla","42083","minimum temperature",12.8,7.0,12.8,12.8,"himachal pradesh","shimla","02","023"
196,"1970-05-01","shimla","42083","minimum temperature",15.7,9.4,15.7,15.7,"himachal pradesh","shimla","02","023"
197,"1970-06-01","shimla","42083","minimum temperature",13.6,10.2,13.6,13.6,"himachal pradesh","shimla","02","023"
198,"1970-07-01","shimla","42083","minimum temperature",14.1,10.9,14.1,14.1,"himachal pradesh","shimla","02","023"
199,"1970-08-01","shimla","42083","minimum temperature",13.6,11.2,13.6,13.6,"himachal pradesh","shimla","02","023"
200,"1970-09-01","shimla","42083","minimum temperature",13.4,11.5,13.4,13.4,"himachal pradesh","shimla","02","023"
201,"1970-10-01","shimla","42083","minimum temperature",11.0,11.5,11.0,11.0,"himachal pradesh","shimla","02","023"
202,"1970-11-01","shimla","42083","minimum temperature",6.3,11.1,6.3,6.3,"himachal pradesh","shimla","02","023"
203,"1970-12-01","shimla","42083","minimum temperature",4.4,10.7,4.4,4.4,"himachal pradesh","shimla","02","023"
204,"1970-01-01","shimla","42083","maximum temperature",8.0,8.0,8.0,8.0,"himachal pradesh","shimla","02","023"
205,"1970-02-01","shimla","42083","maximum temperature",9.9,9.0,9.9,9.9,"himachal pradesh","shimla","02","023"
206,"1970-03-01","shimla","42083","maximum temperature",14.0,10.9,14.0,14.0,"himachal pradesh","shimla","02","023"
207,"1970-04-01","shimla","42083","maximum temperature",21.4,14.3,21.4,21.4,"himachal pradesh","shimla","02","023"
208,"1970-05-01","shimla","42083","maximum temperature",24.5,16.8,24.5,24.5,"himachal pradesh","shimla","02","023"
209,"1970-06-01","shimla","42083","maximum temperature",22.6,17.9,22.6,22.6,"himachal pradesh","shimla","02","023"
210,"1970-07-01","shimla","42083","maximum temperature",21.8,18.5,21.8,21.8,"himachal pradesh","shimla","02","023"
211,"1970-08-01","shimla","42083","maximum temperature",19.9,18.7,19.9,19.9,"himachal pradesh","shimla","02","023"
212,"1970-09-01","shimla","42083","maximum temperature",20.8,18.9,20.8,20.8,"himachal pradesh","shimla","02","023"
213,"1970-10-01","shimla","42083","maximum temperature",19.1,19.0,19.1,19.1,"himachal pradesh","shimla","02","023"
214,"1970-11-01","shimla","42083","maximum temperature",14.8,18.6,14.8,14.8,"himachal pradesh","shimla","02","023"
215,"1970-12-01","shimla","42083","maximum temperature",13.0,18.2,13.0,13.0,"himachal pradesh","shimla","02","023"
216,"1970-01-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
217,"1970-02-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
218,"1970-03-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
219,"1970-04-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
220,"1970-05-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
221,"1970-06-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
222,"1970-07-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
223,"1970-08-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
224,"1970-09-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
225,"1970-10-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
226,"1970-11-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
227,"1970-12-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
228,"1970-01-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
229,"1970-02-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
230,"1970-03-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
231,"1970-04-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
232,"1970-05-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
233,"1970-06-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
234,"1970-07-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
235,"1970-08-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
236,"1970-09-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
237,"1970-10-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
238,"1970-11-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
239,"1970-12-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
240,"1971-01-01","bhuntar","42081","minimum temperature",0.3,0.3,0.3,0.3,"himachal pradesh","kullu","02","020"
241,"1971-02-01","bhuntar","42081","minimum temperature",2.9,2.1,2.9,2.9,"himachal pradesh","kullu","02","020"
242,"1971-03-01","bhuntar","42081","minimum temperature",6.8,4.3,6.8,6.8,"himachal pradesh","kullu","02","020"
243,"1971-04-01","bhuntar","42081","minimum temperature",11.9,7.0,11.9,11.9,"himachal pradesh","kullu","02","020"
244,"1971-05-01","bhuntar","42081","minimum temperature",14.7,9.1,14.7,14.7,"himachal pradesh","kullu","02","020"
245,"1971-06-01","bhuntar","42081","minimum temperature",20.0,11.6,20.0,20.0,"himachal pradesh","kullu","02","020"
246,"1971-07-01","bhuntar","42081","minimum temperature",20.0,13.2,20.0,20.0,"himachal pradesh","kullu","02","020"
247,"1971-08-01","bhuntar","42081","minimum temperature",19.7,14.1,19.7,19.7,"himachal pradesh","kullu","02","020"
248,"1971-09-01","bhuntar","42081","minimum temperature",15.4,14.3,15.4,15.4,"himachal pradesh","kullu","02","020"
249,"1971-10-01","bhuntar","42081","minimum temperature",10.9,14.0,10.9,10.9,"himachal pradesh","kullu","02","020"
250,"1971-11-01","bhuntar","42081","minimum temperature",4.2,13.4,4.2,4.2,"himachal pradesh","kullu","02","020"
251,"1971-12-01","bhuntar","42081","minimum temperature",0.0,12.8,"","","himachal pradesh","kullu","02","020"
252,"1971-01-01","bhuntar","42081","maximum temperature",14.8,14.8,14.8,14.8,"himachal pradesh","kullu","02","020"
253,"1971-02-01","bhuntar","42081","maximum temperature",17.2,16.0,17.2,17.2,"himachal pradesh","kullu","02","020"
254,"1971-03-01","bhuntar","42081","maximum temperature",24.7,19.4,24.7,24.7,"himachal pradesh","kullu","02","020"
255,"1971-04-01","bhuntar","42081","maximum temperature",29.4,22.3,29.4,29.4,"himachal pradesh","kullu","02","020"
256,"1971-05-01","bhuntar","42081","maximum temperature",29.9,24.0,29.9,29.9,"himachal pradesh","kullu","02","020"
257,"1971-06-01","bhuntar","42081","maximum temperature",31.1,25.3,31.1,31.1,"himachal pradesh","kullu","02","020"
258,"1971-07-01","bhuntar","42081","maximum temperature",30.4,26.1,30.4,30.4,"himachal pradesh","kullu","02","020"
259,"1971-08-01","bhuntar","42081","maximum temperature",29.5,26.6,29.5,29.5,"himachal pradesh","kullu","02","020"
260,"1971-09-01","bhuntar","42081","maximum temperature",29.2,26.9,29.2,29.2,"himachal pradesh","kullu","02","020"
261,"1971-10-01","bhuntar","42081","maximum temperature",28.4,27.0,28.4,28.4,"himachal pradesh","kullu","02","020"
262,"1971-11-01","bhuntar","42081","maximum temperature",23.9,26.8,23.9,23.9,"himachal pradesh","kullu","02","020"
263,"1971-12-01","bhuntar","42081","maximum temperature",0.0,25.6,"","","himachal pradesh","kullu","02","020"
