"id","date","station_name","station_code","parameter","average_temperature","standard_deviation","highest_temperature","lowest_temperature","state_name","district_name","state_code","district_code"
2459,"1989-12-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2460,"1989-01-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2461,"1989-02-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2462,"1989-03-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2463,"1989-04-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2464,"1989-05-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2465,"1989-06-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2466,"1989-07-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2467,"1989-08-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2468,"1989-09-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2469,"1989-10-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2470,"1989-11-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2471,"1989-12-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2472,"1989-01-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2473,"1989-02-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2474,"1989-03-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2475,"1989-04-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2476,"1989-05-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2477,"1989-06-01","shimla","42083","minimum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2478,"1989-07-01","shimla","42083","minimum temperature",16.1,6.1,16.1,16.1,"himachal pradesh","shimla","02","023"
2479,"1989-08-01","shimla","42083","minimum temperature",15.2,7.8,15.2,15.2,"himachal pradesh","shimla","02","023"
2480,"1989-09-01","shimla","42083","minimum temperature",14.8,8.9,14.8,14.8,"himachal pradesh","shimla","02","023"
2481,"1989-10-01","shimla","42083","minimum temperature",11.9,9.2,11.9,11.9,"himachal pradesh","shimla","02","023"
2482,"1989-11-01","shimla","42083","minimum temperature",7.8,9.1,7.8,7.8,"himachal pradesh","shimla","02","023"
2483,"1989-12-01","shimla","42083","minimum temperature",5.3,8.8,5.3,5.3,"himachal pradesh","shimla","02","023"
2484,"1989-01-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2485,"1989-02-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2486,"1989-03-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2487,"1989-04-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2488,"1989-05-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2489,"1989-06-01","shimla","42083","maximum temperature",0.0,0.0,"","","himachal pradesh","shimla","02","023"
2490,"1989-07-01","shimla","42083","maximum temperature",22.8,8.6,22.8,22.8,"himachal pradesh","shimla","02","023"
2491,"1989-08-01","shimla","42083","maximum temperature",22.0,11.2,22.0,22.0,"himachal pradesh","shimla","02","023"
2492,"1989-09-01","shimla","42083","maximum temperature",22.6,13.0,22.6,22.6,"himachal pradesh","shimla","02","023"
2493,"1989-10-01","shimla","42083","maximum temperature",21.3,14.0,21.3,21.3,"himachal pradesh","shimla","02","023"
2494,"1989-11-01","shimla","42083","maximum temperature",15.6,14.2,15.6,15.6,"himachal pradesh","shimla","02","023"
2495,"1989-12-01","shimla","42083","maximum temperature",12.5,14.0,12.5,12.5,"himachal pradesh","shimla","02","023"
2496,"1989-01-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2497,"1989-02-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2498,"1989-03-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2499,"1989-04-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2500,"1989-05-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2501,"1989-06-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2502,"1989-07-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2503,"1989-08-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2504,"1989-09-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2505,"1989-10-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2506,"1989-11-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2507,"1989-12-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2508,"1989-01-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2509,"1989-02-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2510,"1989-03-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2511,"1989-04-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2512,"1989-05-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2513,"1989-06-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2514,"1989-07-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2515,"1989-08-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2516,"1989-09-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2517,"1989-10-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2518,"1989-11-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2519,"1989-12-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2520,"1990-01-01","bhuntar","42081","minimum temperature",3.1,3.1,3.1,3.1,"himachal pradesh","kullu","02","020"
2521,"1990-02-01","bhuntar","42081","minimum temperature",4.5,3.9,4.5,4.5,"himachal pradesh","kullu","02","020"
2522,"1990-03-01","bhuntar","42081","minimum temperature",5.1,4.3,5.1,5.1,"himachal pradesh","kullu","02","020"
2523,"1990-04-01","bhuntar","42081","minimum temperature",8.8,5.8,8.8,8.8,"himachal pradesh","kullu","02","020"
2524,"1990-05-01","bhuntar","42081","minimum temperature",14.5,8.3,14.5,14.5,"himachal pradesh","kullu","02","020"
2525,"1990-06-01","bhuntar","42081","minimum temperature",17.9,10.5,17.9,17.9,"himachal pradesh","kullu","02","020"
2526,"1990-07-01","bhuntar","42081","minimum temperature",19.9,12.3,19.9,19.9,"himachal pradesh","kullu","02","020"
2527,"1990-08-01","bhuntar","42081","minimum temperature",20.1,13.5,20.1,20.1,"himachal pradesh","kullu","02","020"
2528,"1990-09-01","bhuntar","42081","minimum temperature",17.6,14.0,17.6,17.6,"himachal pradesh","kullu","02","020"
2529,"1990-10-01","bhuntar","42081","minimum temperature",9.0,13.6,9.0,9.0,"himachal pradesh","kullu","02","020"
2530,"1990-11-01","bhuntar","42081","minimum temperature",4.4,13.1,4.4,4.4,"himachal pradesh","kullu","02","020"
2531,"1990-12-01","bhuntar","42081","minimum temperature",1.7,12.5,1.7,1.7,"himachal pradesh","kullu","02","020"
2532,"1990-01-01","bhuntar","42081","maximum temperature",17.2,17.2,17.2,17.2,"himachal pradesh","kullu","02","020"
2533,"1990-02-01","bhuntar","42081","maximum temperature",15.1,16.2,15.1,15.1,"himachal pradesh","kullu","02","020"
2534,"1990-03-01","bhuntar","42081","maximum temperature",18.5,17.0,18.5,18.5,"himachal pradesh","kullu","02","020"
2535,"1990-04-01","bhuntar","42081","maximum temperature",25.7,19.5,25.7,25.7,"himachal pradesh","kullu","02","020"
2536,"1990-05-01","bhuntar","42081","maximum temperature",31.2,22.4,31.2,31.2,"himachal pradesh","kullu","02","020"
2537,"1990-06-01","bhuntar","42081","maximum temperature",33.3,24.5,33.3,33.3,"himachal pradesh","kullu","02","020"
2538,"1990-07-01","bhuntar","42081","maximum temperature",30.4,25.4,30.4,30.4,"himachal pradesh","kullu","02","020"
2539,"1990-08-01","bhuntar","42081","maximum temperature",31.2,26.2,31.2,31.2,"himachal pradesh","kullu","02","020"
2540,"1990-09-01","bhuntar","42081","maximum temperature",30.2,26.7,30.2,30.2,"himachal pradesh","kullu","02","020"
2541,"1990-10-01","bhuntar","42081","maximum temperature",27.4,26.8,27.4,27.4,"himachal pradesh","kullu","02","020"
2542,"1990-11-01","bhuntar","42081","maximum temperature",24.1,26.5,24.1,24.1,"himachal pradesh","kullu","02","020"
2543,"1990-12-01","bhuntar","42081","maximum temperature",17.3,25.9,17.3,17.3,"himachal pradesh","kullu","02","020"
2544,"1990-01-01","kalpa","42066","minimum temperature",-1.9,1.9,-1.9,-1.9,"himachal pradesh","kinnaur","02","019"
2545,"1990-02-01","kalpa","42066","minimum temperature",-2.3,2.1,-2.3,-2.3,"himachal pradesh","kinnaur","02","019"
2546,"1990-03-01","kalpa","42066","minimum temperature",-1.7,2.0,-1.7,-1.7,"himachal pradesh","kinnaur","02","019"
2547,"1990-04-01","kalpa","42066","minimum temperature",2.7,2.2,2.7,2.7,"himachal pradesh","kinnaur","02","019"
2548,"1990-05-01","kalpa","42066","minimum temperature",8.1,4.1,8.1,8.1,"himachal pradesh","kinnaur","02","019"
2549,"1990-06-01","kalpa","42066","minimum temperature",11.3,5.9,11.3,11.3,"himachal pradesh","kinnaur","02","019"
2550,"1990-07-01","kalpa","42066","minimum temperature",13.1,7.4,13.1,13.1,"himachal pradesh","kinnaur","02","019"
2551,"1990-08-01","kalpa","42066","minimum temperature",13.3,8.4,13.3,13.3,"himachal pradesh","kinnaur","02","019"
2552,"1990-09-01","kalpa","42066","minimum temperature",10.9,8.7,10.9,10.9,"himachal pradesh","kinnaur","02","019"
2553,"1990-10-01","kalpa","42066","minimum temperature",4.4,8.4,4.4,4.4,"himachal pradesh","kinnaur","02","019"
2554,"1990-11-01","kalpa","42066","minimum temperature",2.0,8.0,2.0,2.0,"himachal pradesh","kinnaur","02","019"
2555,"1990-12-01","kalpa","42066","minimum temperature",-1.0,7.7,-1.0,-1.0,"himachal pradesh","kinnaur","02","019"
2556,"1990-01-01","kalpa","42066","maximum temperature",7.1,7.1,7.1,7.1,"himachal pradesh","kinnaur","02","019"
2557,"1990-02-01","kalpa","42066","maximum temperature",5.5,6.4,5.5,5.5,"himachal pradesh","kinnaur","02","019"
2558,"1990-03-01","kalpa","42066","maximum temperature",6.4,6.4,6.4,6.4,"himachal pradesh","kinnaur","02","019"
2559,"1990-04-01","kalpa","42066","maximum temperature",14.2,9.0,14.2,14.2,"himachal pradesh","kinnaur","02","019"
2560,"1990-05-01","kalpa","42066","maximum temperature",21.3,12.5,21.3,21.3,"himachal pradesh","kinnaur","02","019"
2561,"1990-06-01","kalpa","42066","maximum temperature",23.2,14.8,23.2,23.2,"himachal pradesh","kinnaur","02","019"
2562,"1990-07-01","kalpa","42066","maximum temperature",21.9,16.0,21.9,21.9,"himachal pradesh","kinnaur","02","019"
2563,"1990-08-01","kalpa","42066","maximum temperature",22.7,17.0,22.7,22.7,"himachal pradesh","kinnaur","02","019"
2564,"1990-09-01","kalpa","42066","maximum temperature",21.2,17.5,21.2,21.2,"himachal pradesh","kinnaur","02","019"
2565,"1990-10-01","kalpa","42066","maximum temperature",17.2,17.5,17.2,17.2,"himachal pradesh","kinnaur","02","019"
2566,"1990-11-01","kalpa","42066","maximum temperature",14.2,17.2,14.2,14.2,"himachal pradesh","kinnaur","02","019"
2567,"1990-12-01","kalpa","42066","maximum temperature",7.9,16.6,7.9,7.9,"himachal pradesh","kinnaur","02","019"
2568,"1990-01-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2569,"1990-02-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2570,"1990-03-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2571,"1990-04-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2572,"1990-05-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2573,"1990-06-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2574,"1990-07-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2575,"1990-08-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2576,"1990-09-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2577,"1990-10-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2578,"1990-11-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2579,"1990-12-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2580,"1990-01-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2581,"1990-02-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2582,"1990-03-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2583,"1990-04-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2584,"1990-05-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2585,"1990-06-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2586,"1990-07-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2587,"1990-08-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2588,"1990-09-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2589,"1990-10-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2590,"1990-11-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2591,"1990-12-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2592,"1990-01-01","shimla","42083","minimum temperature",6.8,6.8,6.8,6.8,"himachal pradesh","shimla","02","023"
2593,"1990-02-01","shimla","42083","minimum temperature",4.1,5.6,4.1,4.1,"himachal pradesh","shimla","02","023"
2594,"1990-03-01","shimla","42083","minimum temperature",3.6,5.0,3.6,3.6,"himachal pradesh","shimla","02","023"
2595,"1990-04-01","shimla","42083","minimum temperature",10.8,6.9,10.8,10.8,"himachal pradesh","shimla","02","023"
2596,"1990-05-01","shimla","42083","minimum temperature",14.2,8.9,14.2,14.2,"himachal pradesh","shimla","02","023"
2597,"1990-06-01","shimla","42083","minimum temperature",16.3,10.5,16.3,16.3,"himachal pradesh","shimla","02","023"
2598,"1990-07-01","shimla","42083","minimum temperature",15.7,11.4,15.7,15.7,"himachal pradesh","shimla","02","023"
2599,"1990-08-01","shimla","42083","minimum temperature",15.5,12.0,15.5,15.5,"himachal pradesh","shimla","02","023"
2600,"1990-09-01","shimla","42083","minimum temperature",14.0,12.2,14.0,14.0,"himachal pradesh","shimla","02","023"
2601,"1990-10-01","shimla","42083","minimum temperature",9.7,12.0,9.7,9.7,"himachal pradesh","shimla","02","023"
2602,"1990-11-01","shimla","42083","minimum temperature",8.0,11.7,8.0,8.0,"himachal pradesh","shimla","02","023"
2603,"1990-12-01","shimla","42083","minimum temperature",3.9,11.2,3.9,3.9,"himachal pradesh","shimla","02","023"
2604,"1990-01-01","shimla","42083","maximum temperature",14.6,14.6,14.6,14.6,"himachal pradesh","shimla","02","023"
2605,"1990-02-01","shimla","42083","maximum temperature",10.0,12.5,10.0,10.0,"himachal pradesh","shimla","02","023"
2606,"1990-03-01","shimla","42083","maximum temperature",13.0,12.7,13.0,13.0,"himachal pradesh","shimla","02","023"
2607,"1990-04-01","shimla","42083","maximum temperature",19.5,14.7,19.5,19.5,"himachal pradesh","shimla","02","023"
2608,"1990-05-01","shimla","42083","maximum temperature",23.0,16.7,23.0,23.0,"himachal pradesh","shimla","02","023"
2609,"1990-06-01","shimla","42083","maximum temperature",24.6,18.2,24.6,24.6,"himachal pradesh","shimla","02","023"
2610,"1990-07-01","shimla","42083","maximum temperature",22.3,18.9,22.3,22.3,"himachal pradesh","shimla","02","023"
2611,"1990-08-01","shimla","42083","maximum temperature",22.6,19.4,22.6,22.6,"himachal pradesh","shimla","02","023"
2612,"1990-09-01","shimla","42083","maximum temperature",21.7,19.7,21.7,21.7,"himachal pradesh","shimla","02","023"
2613,"1990-10-01","shimla","42083","maximum temperature",20.0,19.7,20.0,20.0,"himachal pradesh","shimla","02","023"
2614,"1990-11-01","shimla","42083","maximum temperature",17.5,19.5,17.5,17.5,"himachal pradesh","shimla","02","023"
2615,"1990-12-01","shimla","42083","maximum temperature",12.9,19.0,12.9,12.9,"himachal pradesh","shimla","02","023"
2616,"1990-01-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2617,"1990-02-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2618,"1990-03-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2619,"1990-04-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2620,"1990-05-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2621,"1990-06-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2622,"1990-07-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2623,"1990-08-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2624,"1990-09-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2625,"1990-10-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2626,"1990-11-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2627,"1990-12-01","shimla_a","42084","minimum temperature","","","","","himachal pradesh","shimla","02","023"
2628,"1990-01-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2629,"1990-02-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2630,"1990-03-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2631,"1990-04-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2632,"1990-05-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2633,"1990-06-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2634,"1990-07-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2635,"1990-08-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2636,"1990-09-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2637,"1990-10-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2638,"1990-11-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2639,"1990-12-01","shimla_a","42084","maximum temperature","","","","","himachal pradesh","shimla","02","023"
2640,"1991-01-01","bhuntar","42081","minimum temperature",1.3,1.3,1.3,1.3,"himachal pradesh","kullu","02","020"
2641,"1991-02-01","bhuntar","42081","minimum temperature",4.5,3.3,4.5,4.5,"himachal pradesh","kullu","02","020"
2642,"1991-03-01","bhuntar","42081","minimum temperature",7.0,4.9,7.0,7.0,"himachal pradesh","kullu","02","020"
2643,"1991-04-01","bhuntar","42081","minimum temperature",8.5,6.0,8.5,8.5,"himachal pradesh","kullu","02","020"
2644,"1991-05-01","bhuntar","42081","minimum temperature",11.9,7.5,11.9,11.9,"himachal pradesh","kullu","02","020"
2645,"1991-06-01","bhuntar","42081","minimum temperature",17.4,9.9,17.4,17.4,"himachal pradesh","kullu","02","020"
2646,"1991-07-01","bhuntar","42081","minimum temperature",20.5,12.0,20.5,20.5,"himachal pradesh","kullu","02","020"
2647,"1991-08-01","bhuntar","42081","minimum temperature",20.3,13.3,20.3,20.3,"himachal pradesh","kullu","02","020"
2648,"1991-09-01","bhuntar","42081","minimum temperature",17.2,13.8,17.2,17.2,"himachal pradesh","kullu","02","020"
2649,"1991-10-01","bhuntar","42081","minimum temperature",8.8,13.4,8.8,8.8,"himachal pradesh","kullu","02","020"
2650,"1991-11-01","bhuntar","42081","minimum temperature",4.0,12.8,4.0,4.0,"himachal pradesh","kullu","02","020"
2651,"1991-12-01","bhuntar","42081","minimum temperature",1.9,12.3,1.9,1.9,"himachal pradesh","kullu","02","020"
2652,"1991-01-01","bhuntar","42081","maximum temperature",14.8,14.8,14.8,14.8,"himachal pradesh","kullu","02","020"
2653,"1991-02-01","bhuntar","42081","maximum temperature",16.7,15.8,16.7,16.7,"himachal pradesh","kullu","02","020"
2654,"1991-03-01","bhuntar","42081","maximum temperature",21.3,17.8,21.3,21.3,"himachal pradesh","kullu","02","020"
2655,"1991-04-01","bhuntar","42081","maximum temperature",24.9,19.8,24.9,24.9,"himachal pradesh","kullu","02","020"
2656,"1991-05-01","bhuntar","42081","maximum temperature",30.3,22.3,30.3,30.3,"himachal pradesh","kullu","02","020"
2657,"1991-06-01","bhuntar","42081","maximum temperature",33.2,24.5,33.2,33.2,"himachal pradesh","kullu","02","020"
2658,"1991-07-01","bhuntar","42081","maximum temperature",33.7,26.0,33.7,33.7,"himachal pradesh","kullu","02","020"
2659,"1991-08-01","bhuntar","42081","maximum temperature",31.1,26.7,31.1,31.1,"himachal pradesh","kullu","02","020"
2660,"1991-09-01","bhuntar","42081","maximum temperature",30.9,27.2,30.9,30.9,"himachal pradesh","kullu","02","020"
2661,"1991-10-01","bhuntar","42081","maximum temperature",28.8,27.3,28.8,28.8,"himachal pradesh","kullu","02","020"
2662,"1991-11-01","bhuntar","42081","maximum temperature",22.7,27.0,22.7,22.7,"himachal pradesh","kullu","02","020"
2663,"1991-12-01","bhuntar","42081","maximum temperature",18.7,26.4,18.7,18.7,"himachal pradesh","kullu","02","020"
2664,"1991-01-01","kalpa","42066","minimum temperature",-6.8,6.8,-6.8,-6.8,"himachal pradesh","kinnaur","02","019"
2665,"1991-02-01","kalpa","42066","minimum temperature",-3.3,5.3,-3.3,-3.3,"himachal pradesh","kinnaur","02","019"
2666,"1991-03-01","kalpa","42066","minimum temperature",0.3,4.4,0.3,0.3,"himachal pradesh","kinnaur","02","019"
2667,"1991-04-01","kalpa","42066","minimum temperature",2.8,4.0,2.8,2.8,"himachal pradesh","kinnaur","02","019"
2668,"1991-05-01","kalpa","42066","minimum temperature",6.6,4.7,6.6,6.6,"himachal pradesh","kinnaur","02","019"
2669,"1991-06-01","kalpa","42066","minimum temperature",10.5,6.0,10.5,10.5,"himachal pradesh","kinnaur","02","019"
2670,"1991-07-01","kalpa","42066","minimum temperature",13.2,7.5,13.2,13.2,"himachal pradesh","kinnaur","02","019"
2671,"1991-08-01","kalpa","42066","minimum temperature",12.9,8.4,12.9,12.9,"himachal pradesh","kinnaur","02","019"
2672,"1991-09-01","kalpa","42066","minimum temperature",10.1,8.6,10.1,10.1,"himachal pradesh","kinnaur","02","019"
2673,"1991-10-01","kalpa","42066","minimum temperature",4.1,8.2,4.1,4.1,"himachal pradesh","kinnaur","02","019"
2674,"1991-11-01","kalpa","42066","minimum temperature",0.6,7.9,0.6,0.6,"himachal pradesh","kinnaur","02","019"
2675,"1991-12-01","kalpa","42066","minimum temperature",-1.0,7.5,-1.0,-1.0,"himachal pradesh","kinnaur","02","019"
2676,"1991-01-01","kalpa","42066","maximum temperature",-0.2,0.2,-0.2,-0.2,"himachal pradesh","kinnaur","02","019"
2677,"1991-02-01","kalpa","42066","maximum temperature",4.5,3.2,4.5,4.5,"himachal pradesh","kinnaur","02","019"
2678,"1991-03-01","kalpa","42066","maximum temperature",9.0,5.8,9.0,9.0,"himachal pradesh","kinnaur","02","019"
2679,"1991-04-01","kalpa","42066","maximum temperature",15.0,9.0,15.0,15.0,"himachal pradesh","kinnaur","02","019"
2680,"1991-05-01","kalpa","42066","maximum temperature",19.4,11.9,19.4,19.4,"himachal pradesh","kinnaur","02","019"
2681,"1991-06-01","kalpa","42066","maximum temperature",22.8,14.3,22.8,22.8,"himachal pradesh","kinnaur","02","019"
2682,"1991-07-01","kalpa","42066","maximum temperature",24.5,16.1,24.5,24.5,"himachal pradesh","kinnaur","02","019"
2683,"1991-08-01","kalpa","42066","maximum temperature",21.9,17.0,21.9,21.9,"himachal pradesh","kinnaur","02","019"
2684,"1991-09-01","kalpa","42066","maximum temperature",21.3,17.5,21.3,21.3,"himachal pradesh","kinnaur","02","019"
2685,"1991-10-01","kalpa","42066","maximum temperature",18.3,17.6,18.3,18.3,"himachal pradesh","kinnaur","02","019"
2686,"1991-11-01","kalpa","42066","maximum temperature",13.4,17.2,13.4,13.4,"himachal pradesh","kinnaur","02","019"
2687,"1991-12-01","kalpa","42066","maximum temperature",9.9,16.8,9.9,9.9,"himachal pradesh","kinnaur","02","019"
2688,"1991-01-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2689,"1991-02-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2690,"1991-03-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2691,"1991-04-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2692,"1991-05-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2693,"1991-06-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2694,"1991-07-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2695,"1991-08-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2696,"1991-09-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2697,"1991-10-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2698,"1991-11-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2699,"1991-12-01","kangra_a","42076","minimum temperature","","","","","himachal pradesh","kangra","02","018"
2700,"1991-01-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2701,"1991-02-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2702,"1991-03-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2703,"1991-04-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2704,"1991-05-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2705,"1991-06-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2706,"1991-07-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2707,"1991-08-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2708,"1991-09-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2709,"1991-10-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2710,"1991-11-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
2711,"1991-12-01","kangra_a","42076","maximum temperature","","","","","himachal pradesh","kangra","02","018"
